issuer,validity_start,validity_end,sha256_fingerprint,cert_length,public_key_length,secure_connection,encryption,website,category
WE1,02-Jul-24,30-Sep-24,56:C4:CA:F6:C6:C8:32:D4:12:30:54:4E:66:90:38:2E:83:98:D9:F8:69:D7:D0:D8:0A:EB:76:85:BC:F6:23:20,928,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",minds.com,Social Media
Sectigo ECC Extended Validation Secure Server CA,12-Dec-23,11-Jan-25,63:56:85:34:0E:26:E1:07:6F:E5:FF:1F:6D:32:9D:42:6B:00:53:3F:D3:06:C4:16:A8:63:23:DA:1E:06:A2:84,1494,384,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",newgrounds.com,Social Media
R10,05-Aug-24,03-Nov-24,3F:DF:27:C7:CE:33:BE:AD:67:F6:96:C0:CA:B6:B3:D5:A8:AD:C8:F0:4B:B8:7D:8E:D3:BF:2B:AE:67:9B:3C:49,1271,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",elllo.org,Social Media
E5,22-Aug-24,20-Nov-24,8B:67:96:01:8E:13:DB:85:0E:0E:D7:DF:99:FA:0E:B7:46:48:5D:6A:90:BF:D2:A8:94:06:46:60:D0:F4:D1:D8,948,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",medscape.com,Health/Wellness
Amazon RSA 2048 M02,16-Aug-24,13-Sep-25,D1:20:4A:52:A2:97:C8:FA:73:4F:29:A5:AE:1D:5D:50:4C:B6:BF:B9:B3:7A:D5:41:57:2F:B2:59:1B:AB:79:94,1510,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",psychcentral.com,Health/Wellness
HydrantID Server CA O1,03-Oct-23,01-Nov-24,C2:0A:58:22:C6:EA:62:C5:4E:6D:49:31:D1:7C:6B:7B:CB:1F:67:75:AE:92:19:20:52:42:71:0D:7C:A1:9A:03,1707,2048,TRUE,"('ECDHE-RSA-AES256-GCM-SHA384', 'TLSv1.2', 256)",mentalhealth.gov,Health/Wellness
E6,17-Aug-24,15-Nov-24,9E:C7:6D:D9:D7:85:8B:B5:B7:70:5E:B5:15:E6:FE:E7:33:45:55:91:9C:A2:C8:F7:D1:01:34:C1:70:C6:6B:5C,972,256,TRUE,"('ECDHE-ECDSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",rxlist.com,Health/Wellness
DigiCert Global G3 TLS ECC SHA384 2020 CA1,25-Jun-24,22-Jul-25,79:14:59:D4:77:F8:13:42:EE:C0:0F:E3:CE:8C:4A:D9:CA:F6:B7:B6:B1:9E:33:F6:B1:B4:66:1B:F7:71:86:FC,1375,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",drugs.com,Health/Wellness
Amazon RSA 2048 M02,05-Mar-24,02-Apr-25,C3:17:88:FA:5D:E1:CF:D4:04:F9:EC:A9:41:63:BA:69:57:12:E2:73:B5:1F:EA:88:98:CA:B2:55:0F:47:DB:79,1681,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",medlineplus.gov,Health/Wellness
R10,19-Aug-24,17-Nov-24,51:7D:75:12:91:68:9D:EC:23:35:6C:83:B5:5B:28:4C:D3:F5:CC:D6:B2:AE:5B:38:4C:51:FC:A8:32:8E:5D:22,1272,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",verywellhealth.com,Health/Wellness
AlphaSSL CA - SHA256 - G4,12-Jan-24,12-Feb-25,F5:DF:13:D0:93:01:FB:C8:B2:0C:8B:62:1A:1E:E8:83:BA:6B:99:F8:12:66:D3:CC:E2:7E:E0:72:D1:1C:FB:7B,1635,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",healthychildren.org,Health/Wellness
WR3,12-Jul-24,10-Oct-24,EB:9D:58:6A:FA:6C:82:64:70:7F:E9:68:4E:7D:37:18:C8:60:24:28:B8:73:09:D8:C7:7E:21:52:B3:AD:B0:CE,1332,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",fitbit.com,Health/Wellness
WE1,25-Jul-24,24-Oct-24,ED:45:27:AF:87:E0:E2:4B:8E:71:FF:87:E1:C1:60:C7:E7:B1:81:E9:AA:76:50:A9:75:F0:40:30:95:9E:23:07,997,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",myfitnesspal.com,Health/Wellness
WE1,09-Aug-24,08-Nov-24,42:7A:4D:75:D9:53:73:91:90:74:A7:BE:AE:56:72:66:63:F9:AB:C8:22:92:A5:AC:D9:E9:BF:56:A6:8A:64:D2,933,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",loseit.com,Health/Wellness
Go Daddy Secure Certificate Authority - G2,22-Aug-23,22-Sep-24,68:10:0F:5F:AB:2A:24:EE:A2:94:D4:A4:A1:02:F6:2E:57:5F:A2:54:18:C7:05:6C:34:6D:79:AF:3C:03:76:13,1680,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",strava.com,Health/Wellness
Amazon RSA 2048 M02,04-Apr-24,03-May-25,87:08:A7:4B:34:93:40:D1:69:BF:43:5D:B0:51:53:9C:78:03:12:06:1F:78:74:DA:3B:4C:6D:88:16:F7:62:06,1567,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",runkeeper.com,Health/Wellness
Amazon RSA 2048 M03,11-May-24,08-Jun-25,34:44:73:DC:E0:FE:A0:F6:5C:5A:49:92:09:75:7A:46:1F:F9:A1:43:57:33:CC:FE:E6:A6:E4:28:69:14:73:7C,1901,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",mapmyrun.com,Health/Wellness
DigiCert SHA2 Extended Validation Server CA,15-May-24,15-Jun-25,B0:AA:24:E8:43:6D:95:36:3F:B0:4B:40:A2:CA:B2:AA:3F:5C:EC:BE:BB:E0:DA:15:BD:15:9C:2C:36:C2:90:C0,2349,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",discover.com,Finance/Banking
DigiCert SHA2 Extended Validation Server CA,25-Sep-23,24-Sep-24,41:FA:00:E2:8C:62:94:43:C5:EB:EB:67:96:E8:75:44:61:09:15:74:A8:71:B1:8A:21:74:BA:CD:67:B5:C1:E8,1885,2048,TRUE,"('ECDHE-RSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",capitalone.com,Finance/Banking
Entrust Certification Authority - L1M,29-Apr-24,29-May-25,F1:B0:8B:76:9E:0F:55:0D:0B:FD:10:C1:39:FE:87:B3:71:11:08:99:AF:D7:30:80:61:AB:DC:00:2C:90:8F:FF,2098,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",citizensbank.com,Finance/Banking
COMODO RSA Organization Validation Secure Server CA,29-Jan-24,28-Jan-25,AA:50:BA:14:7E:16:B8:31:F1:51:4E:1F:52:E3:9D:33:C2:D0:5C:B4:6A:1B:F5:32:B5:9B:4B:D5:10:CD:48:18,1786,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",pnc.com,Finance/Banking
Sectigo RSA Extended Validation Secure Server CA,10-Nov-23,09-Nov-24,9E:22:EF:14:76:F7:FD:C6:88:F1:10:78:DC:14:42:A3:6D:C2:39:F3:7C:CE:3C:7E:23:FB:39:8D:A8:90:3B:D4,1870,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",regions.com,Finance/Banking
DigiCert Global G2 TLS RSA SHA256 2020 CA1,18-Jan-24,06-Feb-25,61:9B:6D:F3:40:C3:21:35:1E:E2:7B:10:36:FB:91:41:BA:04:03:CC:7E:3B:5F:71:B1:6B:B2:25:45:15:BB:52,1963,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",synchrony.com,Finance/Banking
Amazon RSA 2048 M02,11-Mar-24,09-Apr-25,E1:BF:95:8A:02:70:1D:39:DB:68:40:A8:E9:7F:6E:B5:93:C7:A0:E0:FC:08:38:21:80:63:B8:42:C8:2A:98:74,1508,2048,TRUE,"('ECDHE-RSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",foreclosure.com,Real Estate
E5,21-Aug-24,19-Nov-24,E1:99:AF:F1:F3:CF:55:BA:4D:9E:F5:F0:6D:04:C3:14:35:25:06:66:0E:FE:75:20:ED:B4:0E:6C:95:A2:E8:E5,920,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",nydailynews.com,News/Media
DigiCert TLS RSA SHA256 2020 CA1,06-Dec-23,05-Dec-24,6E:E7:DD:97:E3:21:9F:8E:94:D3:A5:5F:95:8B:39:18:3E:84:01:2D:40:24:0E:9A:A3:99:CF:03:98:B4:DA:57,3697,2048,TRUE,"('ECDHE-RSA-AES256-GCM-SHA384', 'TLSv1.2', 256)",news.com.au,News/Media
DigiCert Global G2 TLS RSA SHA256 2020 CA1,08-Jan-24,07-Feb-25,DF:78:41:4A:CB:7C:B1:7F:86:64:4F:E7:25:29:35:0D:F6:1A:22:8F:21:0E:2E:B9:98:9C:D1:91:9B:88:1A:04,1765,2048,TRUE,"('ECDHE-RSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",politico.com,News/Media
R10,10-Jul-24,08-Oct-24,38:A5:07:0E:1D:97:27:F1:7A:DC:6A:84:A1:A4:3B:05:FA:45:6F:C8:FC:72:8D:41:39:D7:C2:A8:6F:BD:7D:88,1274,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",thehill.com,News/Media
E5,07-Aug-24,05-Nov-24,B2:33:D9:E6:44:10:D7:72:9E:A0:7E:FE:3A:A5:D1:0F:CD:6B:10:D4:C5:7B:DB:BC:48:20:95:4E:71:C1:D1:D8,901,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",vice.com,News/Media
GlobalSign Atlas R3 DV TLS CA 2024 Q1,08-Apr-24,10-May-25,CE:D8:CA:65:05:DA:1A:1B:35:CF:E9:7C:47:E8:60:6D:A2:73:EB:6A:DD:36:40:20:3B:07:4C:02:89:F7:90:FE,3965,2048,TRUE,"('ECDHE-RSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",newyorker.com,News/Media
E6,15-Aug-24,13-Nov-24,02:45:A4:22:BB:84:E3:83:40:00:89:AC:9B:17:59:01:80:13:FC:75:9C:F6:75:A2:A2:AD:94:82:40:5E:F3:2B,912,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",theonion.com,News/Media
DigiCert TLS RSA SHA256 2020 CA1,31-Jul-24,30-Jul-25,3C:43:CF:C2:11:B5:6B:E5:FC:3C:B4:04:39:A3:20:0E:36:40:7B:04:0A:A4:B0:DF:FC:8D:B5:6A:9E:C3:86:48,1732,2048,TRUE,"('ECDHE-RSA-AES256-GCM-SHA384', 'TLSv1.2', 256)",msnbc.com,News/Media
R10,06-Jul-24,04-Oct-24,9E:42:A0:49:2D:FF:8C:01:7E:3F:D4:6B:43:05:C4:23:FD:82:22:A1:6C:0C:20:AD:E6:1F:34:40:94:89:D5:E4,1269,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",recode.net,News/Media
WE1,17-Aug-24,15-Nov-24,C9:00:65:63:5F:45:9D:6B:30:3E:F1:86:76:53:B0:84:F9:8A:11:90:5D:FC:97:1E:2C:F4:26:25:2A:BB:DE:FC,934,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",boston.com,News/Media
E5,21-Aug-24,19-Nov-24,D8:70:D0:ED:26:E9:05:46:42:81:83:77:99:49:68:77:42:0E:A1:D6:97:34:4D:EA:49:DB:15:FB:01:25:98:5E,928,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",chicagotribune.com,News/Media
R11,05-Aug-24,03-Nov-24,05:F6:6A:86:96:DE:4D:64:92:4B:16:35:27:0A:C3:88:42:FE:68:48:4E:AD:D5:63:0D:F0:47:3B:C8:49:B7:0C,1312,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",sfchronicle.com,News/Media
Sectigo RSA Domain Validation Secure Server CA,22-Feb-24,23-Mar-25,DE:8A:8F:3A:62:5A:64:CF:FC:B2:ED:86:56:88:63:02:C3:2C:84:95:56:9F:8E:B7:8F:A4:EE:6A:82:84:6D:BC,1602,2048,TRUE,"('ECDHE-RSA-AES256-GCM-SHA384', 'TLSv1.2', 256)",seattletimes.com,News/Media
Entrust Certification Authority - L1K,25-Jun-24,17-Jun-25,FF:8D:E5:94:C0:CA:74:4A:09:04:FA:5B:88:BE:D6:0B:75:75:24:1E:77:F6:30:88:85:1F:41:6B:CC:3F:79:54,2275,2048,TRUE,"('ECDHE-RSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",miamiherald.com,News/Media
R10,06-Jul-24,04-Oct-24,A8:26:6D:24:2A:3D:7D:8C:D1:77:69:A7:9D:09:AE:C6:10:30:AD:2E:38:68:D1:2E:84:53:09:C6:6C:A9:CA:34,1293,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",whatculture.com,Entertainment
WE1,22-Aug-24,20-Nov-24,BF:6B:88:52:AE:2E:CB:15:D7:0A:E9:E5:70:82:02:8E:B4:CD:F2:D9:69:5E:39:F9:0D:85:C0:7F:82:99:B7:36,947,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",theplaylist.net,Entertainment
WE1,13-Jul-24,11-Oct-24,FC:0F:A3:E8:40:0A:9A:43:CA:24:45:E0:7B:FB:77:8F:EC:DF:EC:99:B2:FD:E5:D1:2B:DF:9A:3E:63:D2:AC:9C,954,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",broadwayworld.com,Entertainment
Amazon RSA 2048 M03,31-Jul-24,29-Aug-25,D3:A8:AA:09:12:E7:12:8A:FD:E5:52:9A:C2:19:5A:43:59:13:55:6C:50:3C:48:A9:CB:A9:DC:B3:37:44:20:24,1489,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",mubi.com,Entertainment
Amazon RSA 2048 M02,23-Apr-24,22-May-25,A5:18:8F:90:76:BA:11:96:2E:CA:26:C5:34:C0:64:EC:58:03:32:0B:F1:DC:E6:3D:6A:A0:E2:3E:B8:1C:6C:FB,1489,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",fandor.com,Entertainment
WR3,16-Jul-24,14-Oct-24,AF:AE:85:D4:55:C4:42:C5:90:A9:9A:F2:EC:54:D4:05:F2:1C:8F:D3:E3:65:E5:DD:C0:39:78:7B:22:3E:85:44,1313,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",zdnet.com,Tech/Services
R11,03-Jul-24,01-Oct-24,61:0A:03:E7:0D:A9:C0:9D:DE:81:28:62:B0:D1:28:78:42:83:E0:CC:78:57:66:18:05:1E:84:93:19:B0:E6:C4,1281,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",techradar.com,Tech/Services
R10,03-Aug-24,01-Nov-24,97:B7:4F:40:37:3A:12:2D:6F:80:9B:EC:A1:45:71:46:66:3E:C2:9B:3C:B7:98:6F:AD:36:07:FC:92:F6:65:82,1294,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",androidcentral.com,Tech/Services
WE1,26-Jul-24,24-Oct-24,17:56:A9:6C:83:B4:33:6D:74:7D:C7:CA:4E:F4:15:61:9A:8F:EB:1D:0F:37:26:3B:B4:F8:67:B3:6F:4E:A6:2D,931,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",pcmag.com,Tech/Services
R10,01-Jul-24,29-Sep-24,6F:D7:C5:CE:61:49:9E:4A:C0:8D:74:AB:6E:9B:F4:B9:56:01:C0:F5:E9:52:7B:1E:24:11:A2:C6:42:2F:79:28,1293,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",tomshardware.com,Tech/Services
E6,22-Aug-24,20-Nov-24,5D:AB:49:CC:CF:C1:B1:93:82:86:8D:89:73:2F:A7:0B:9B:E1:09:56:68:31:F8:2B:45:18:7F:84:73:58:53:24,950,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",ghacks.net,Tech/Services
E5,22-Aug-24,20-Nov-24,FA:D4:0A:D8:C1:0A:90:B2:79:9F:E4:CD:47:47:B6:14:64:C8:C1:E5:0B:15:17:73:41:C2:14:B9:A9:57:64:91,931,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",makeuseof.com,Tech/Services
DigiCert SHA2 Secure Server CA,01-Jul-24,01-Jan-25,0C:01:06:FE:D9:69:7B:D6:D9:69:A1:40:11:28:A3:EB:1A:02:99:24:05:00:D1:52:2E:AD:D4:13:9E:DB:78:79,2364,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",linkedin.com/learning,Education
WR2,30-Jul-24,22-Oct-24,8C:8D:09:9D:CF:94:5C:AA:2B:6E:C6:00:B5:08:98:31:78:5A:45:8F:EB:4C:A3:C1:56:8F:29:AA:12:94:90:F0,1152,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",classroom.google.com,Education
DigiCert TLS RSA SHA256 2020 CA1,15-Jul-24,15-Jul-25,4E:0D:65:12:71:68:0D:26:10:8E:83:BE:7C:D5:FC:8F:BE:13:41:20:BF:DD:73:01:E9:81:A4:A1:A4:87:8B:F4,1932,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",naukri.com,Jobs/Careers
Amazon RSA 2048 M02,24-Jul-24,21-Aug-25,31:2A:6E:A3:EC:92:D8:6F:F5:F7:01:FF:60:61:61:1E:C3:04:06:3B:3B:CC:AC:B6:73:AE:78:6E:D7:D4:13:C4,1485,2048,TRUE,"('ECDHE-RSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",dice.com,Jobs/Careers
DigiCert Global G2 TLS RSA SHA256 2020 CA1,14-Dec-23,14-Dec-24,14:B8:94:2E:A0:E3:8B:E4:CF:A9:1D:72:1D:FD:C7:40:8D:6C:62:20:3B:A2:ED:4C:79:0F:4E:98:77:4C:F0:A3,1762,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",guru.com,Jobs/Careers
Trusted Secure Certificate Authority 5,05-Sep-23,09-Sep-24,8C:8F:F1:C8:25:A6:3C:0F:6B:87:86:C5:4A:54:71:22:43:DE:7F:6A:11:30:B8:80:A9:1D:AA:B2:35:88:2C:69,1991,4096,TRUE,"('ECDHE-RSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",kidshealth.org,Health/Wellness
Entrust Certification Authority - L1K,20-Feb-24,19-Feb-25,17:B8:A6:5E:0B:CB:37:C5:96:B7:ED:53:8D:C2:93:2B:ED:D8:13:6C:38:17:AF:61:60:FE:5B:0D:04:69:E5:59,1781,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",fidelity.com,Finance/Banking
WE1,22-Aug-24,20-Nov-24,EF:A1:4E:4F:9E:51:90:97:85:93:8B:50:56:3F:04:23:26:20:89:5E:ED:42:AE:3B:4D:D5:F3:1B:50:D9:B5:5C,920,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",square.com,Finance/Banking
DigiCert TLS RSA SHA256 2020 CA1,14-May-24,14-May-25,2E:24:25:AF:2C:7C:BF:49:BF:EB:57:D1:38:52:D3:4F:E0:70:DF:B3:81:D6:89:32:92:FE:93:E8:D1:09:23:CD,1541,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",forrent.com,Real Estate
R11,15-Aug-24,13-Nov-24,1E:0B:3A:01:8E:08:BB:F9:FB:1A:71:EE:0C:19:8F:4B:B4:BE:FA:08:3C:E4:35:58:1B:8E:F7:E5:3C:4F:5B:EB,1297,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",cozy.co,Real Estate
DigiCert Global G2 TLS RSA SHA256 2020 CA1,06-Oct-23,05-Nov-24,19:1B:08:9A:F1:23:18:39:7F:4A:3B:B3:A3:4F:6D:74:66:7C:49:FF:9F:B8:CC:84:47:6D:D1:E8:3F:A8:48:BA,1768,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",hotpads.com,Real Estate
GlobalSign RSA OV SSL CA 2018,26-Jun-24,19-Jul-25,4A:F5:61:F0:09:06:C5:89:3C:CF:D1:5C:87:C3:27:1A:33:32:98:4D:4C:D1:8F:3A:72:4B:40:3B:A5:C1:11:AD,2042,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",bbc.co.uk,News/Media
E5,21-Aug-24,19-Nov-24,C4:06:3D:48:9D:DF:15:E6:6C:BB:20:7D:AA:DB:32:6A:42:ED:29:63:37:A7:20:93:C3:A6:E8:45:FB:46:C5:D2,916,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",thehindu.com,News/Media
TrustAsia RSA OV TLS CA G3,23-Jan-24,21-Feb-25,FF:62:C4:B5:CF:85:8E:3C:B1:1F:B6:01:17:27:F8:32:25:EF:A7:00:1E:E2:7D:3B:41:30:A7:27:B1:F5:A9:F5,1838,2048,TRUE,"('ECDHE-RSA-AES256-GCM-SHA384', 'TLSv1.2', 256)",chinadaily.com.cn,News/Media
R10,28-Jun-24,26-Sep-24,33:0C:4D:0B:33:52:BF:2C:B7:FC:A1:86:23:15:4F:2E:EB:7E:89:C6:11:3C:E7:27:2E:D9:1A:32:5D:34:86:08,1256,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",lemonde.fr,News/Media
Amazon RSA 2048 M03,28-Jan-24,26-Feb-25,30:57:9E:07:55:C6:41:E4:53:B8:1C:8A:98:43:1C:3C:01:EC:01:B2:02:A5:EC:78:41:29:FC:2C:96:19:71:E9,1494,2048,TRUE,"('ECDHE-RSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",eluniversal.com.mx,News/Media
R10,24-Jul-24,22-Oct-24,3A:3D:40:67:BD:83:89:9F:DF:02:C9:56:E7:5E:BE:66:CF:5D:18:74:2A:4A:D9:FD:CC:33:86:34:7A:C6:FD:92,3959,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",elpais.com,News/Media
R11,18-Aug-24,16-Nov-24,94:A6:81:4D:E8:92:C5:C1:22:FB:17:88:71:25:7D:F8:D2:9A:76:A4:3C:FF:8E:47:FA:7E:75:19:5A:12:B7:93,1272,2048,TRUE,"('ECDHE-RSA-AES256-GCM-SHA384', 'TLSv1.2', 256)",corriere.it,News/Media
Sectigo RSA Organization Validation Secure Server CA,27-Feb-24,15-Mar-25,A2:AD:F8:81:26:7D:C1:BD:DA:80:AE:5F:7C:71:B7:2B:AE:D6:88:A5:82:01:66:D4:AD:C4:3D:8F:E4:F5:AB:2A,1751,2048,TRUE,"('ECDHE-RSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",cbsnews.com,News/Media
Amazon RSA 2048 M02,22-Oct-23,17-Nov-24,FD:6E:F2:6D:E3:F8:F1:11:A3:D7:A1:5A:9C:95:1B:F7:39:99:07:4D:9E:C8:EB:96:1F:5D:51:BC:05:5C:84:B8,1524,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",abcnews.go.com,News/Media
Entrust Certification Authority - L1K,03-May-24,03-May-25,F7:71:43:6A:CE:D6:91:C6:7E:30:AE:66:AE:81:F7:EA:57:DC:68:82:DB:E3:57:20:86:4D:49:0B:AE:74:2D:10,1685,2048,TRUE,"('ECDHE-RSA-AES256-GCM-SHA384', 'TLSv1.2', 256)",nbcnews.com,News/Media
DigiCert TLS RSA SHA256 2020 CA1,06-May-24,06-May-25,22:24:23:FD:A9:1D:C4:31:FF:90:A0:33:40:D1:3C:88:19:68:AE:D5:EE:79:EF:DB:84:59:21:3C:90:F4:28:E6,2590,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",foxnews.com,News/Media
E6,02-Jul-24,30-Sep-24,AE:19:A0:F7:3F:FA:D1:74:6E:35:78:D8:ED:AD:E6:64:71:DC:56:1B:2E:29:26:D1:EE:EF:42:1B:2F:28:C7:C2,909,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",mixcloud.com,Entertainment
WE1,01-Jul-24,29-Sep-24,87:99:FF:6F:B9:9A:DE:89:AB:51:52:61:0B:2A:81:95:1C:CC:0A:79:E4:6E:B7:F9:42:3C:1F:E0:6F:0E:45:F6,944,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",weheartit.com,Entertainment
E6,09-Jul-24,07-Oct-24,CB:BD:57:09:B0:3E:48:A3:A5:4B:7F:B1:C5:22:D7:1C:73:24:9E:BA:5E:49:6A:C8:E6:83:19:EB:90:82:79:16,2149,256,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",buzznet.com,Entertainment
Amazon RSA 2048 M02,22-May-24,20-Jun-25,B2:2D:6D:85:69:AA:F5:27:8E:57:86:68:B0:14:67:ED:DA:EE:B6:D9:6D:C9:27:FA:8D:20:1F:79:BE:2B:95:5E,1500,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",pitchfork.com,Entertainment
RapidSSL TLS RSA CA G1,02-Jan-24,01-Jan-25,63:CA:0F:34:E4:C2:DC:00:FC:02:3C:45:40:BE:91:08:5E:37:F6:10:BD:82:5F:AF:AB:AE:D6:4E:E5:6F:4E:57,1581,2048,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",basecamp.com,Tech/Services
DigiCert Global G2 TLS RSA SHA256 2020 CA1,23-Oct-23,18-Nov-24,82:F5:53:03:B4:43:87:CE:9E:A4:B9:5E:C9:1F:5B:7F:97:8D:69:70:7C:98:1E:1E:0B:AD:25:DA:E5:AD:02:23,1558,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",jira.com,Tech/Services
Amazon RSA 2048 M02,17-Feb-24,16-Mar-25,D8:F0:D5:38:11:F6:83:8C:B7:22:63:20:5B:CA:B8:4D:CB:6E:62:D7:D0:3F:EC:DC:FA:FC:2B:D4:8E:8B:C7:FF,1498,2048,TRUE,"('ECDHE-RSA-AES128-GCM-SHA256', 'TLSv1.2', 128)",airtable.com,Tech/Services
Amazon RSA 2048 M01,18-Jan-24,18-Dec-24,73:48:05:83:0B:0A:18:66:6A:38:18:A0:00:83:54:6A:57:07:34:BE:8F:D2:26:A8:6F:78:78:73:9A:5B:93:F4,1664,2048,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",bookdepository.com,Shopping/E-commerce
WE1,07-Jul-24,05-Oct-24,02:E0:C8:8A:CF:96:16:4E:1C:C5:9A:66:46:68:66:29:6A:9F:B5:D7:79:DD:C9:2C:FF:B8:BF:3D:7C:00:90:6A,941,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",bookshop.org,Shopping/E-commerce
WE1,12-Jul-24,10-Oct-24,A9:30:0C:0D:41:4A:8B:FD:C3:76:B4:2F:B3:22:34:CC:6F:FB:5C:07:4B:E8:76:89:20:8C:E1:37:F8:EC:5D:BD,937,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",powells.com,Shopping/E-commerce
