issuer,validity_start,validity_end,sha256_fingerprint,cert_length,public_key_length,secure_connection,encryption,error,website,category
DigiCert TLS RSA SHA256 2020 CA1,15-Jul-24,15-Jul-25,4E:0D:65:12:71:68:0D:26:10:8E:83:BE:7C:D5:FC:8F:BE:13:41:20:BF:DD:73:01:E9:81:A4:A1:A4:87:8B:F4,1932,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,naukri.com,Jobs/Careers
WE1,22-Aug-24,20-Nov-24,EF:A1:4E:4F:9E:51:90:97:85:93:8B:50:56:3F:04:23:26:20:89:5E:ED:42:AE:3B:4D:D5:F3:1B:50:D9:B5:5C,920,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,square.com,Finance/Banking
DigiCert TLS RSA SHA256 2020 CA1,14-May-24,14-May-25,2E:24:25:AF:2C:7C:BF:49:BF:EB:57:D1:38:52:D3:4F:E0:70:DF:B3:81:D6:89:32:92:FE:93:E8:D1:09:23:CD,1541,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,forrent.com,Real Estate
E5,21-Aug-24,19-Nov-24,C4:06:3D:48:9D:DF:15:E6:6C:BB:20:7D:AA:DB:32:6A:42:ED:29:63:37:A7:20:93:C3:A6:E8:45:FB:46:C5:D2,916,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,thehindu.com,News/Media
DigiCert TLS RSA SHA256 2020 CA1,06-May-24,06-May-25,22:24:23:FD:A9:1D:C4:31:FF:90:A0:33:40:D1:3C:88:19:68:AE:D5:EE:79:EF:DB:84:59:21:3C:90:F4:28:E6,2590,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,foxnews.com,News/Media
E6,02-Jul-24,30-Sep-24,AE:19:A0:F7:3F:FA:D1:74:6E:35:78:D8:ED:AD:E6:64:71:DC:56:1B:2E:29:26:D1:EE:EF:42:1B:2F:28:C7:C2,909,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,mixcloud.com,Entertainment
WE1,01-Jul-24,29-Sep-24,87:99:FF:6F:B9:9A:DE:89:AB:51:52:61:0B:2A:81:95:1C:CC:0A:79:E4:6E:B7:F9:42:3C:1F:E0:6F:0E:45:F6,944,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,weheartit.com,Entertainment
E6,09-Jul-24,07-Oct-24,CB:BD:57:09:B0:3E:48:A3:A5:4B:7F:B1:C5:22:D7:1C:73:24:9E:BA:5E:49:6A:C8:E6:83:19:EB:90:82:79:16,2149,256,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",,buzznet.com,Entertainment
DigiCert Global G2 TLS RSA SHA256 2020 CA1,23-Oct-23,18-Nov-24,82:F5:53:03:B4:43:87:CE:9E:A4:B9:5E:C9:1F:5B:7F:97:8D:69:70:7C:98:1E:1E:0B:AD:25:DA:E5:AD:02:23,1558,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,jira.com,Tech/Services
WE1,07-Jul-24,05-Oct-24,02:E0:C8:8A:CF:96:16:4E:1C:C5:9A:66:46:68:66:29:6A:9F:B5:D7:79:DD:C9:2C:FF:B8:BF:3D:7C:00:90:6A,941,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,bookshop.org,Shopping/E-commerce
WE1,12-Jul-24,10-Oct-24,A9:30:0C:0D:41:4A:8B:FD:C3:76:B4:2F:B3:22:34:CC:6F:FB:5C:07:4B:E8:76:89:20:8C:E1:37:F8:EC:5D:BD,937,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,powells.com,Shopping/E-commerce
WE1,26-Jul-24,24-Oct-24,B2:8F:F3:C2:BD:A2:25:52:60:04:5E:AE:40:8F:CE:79:A4:89:3B:A9:D5:A1:F2:A6:E7:51:BA:B3:BC:4E:13:3E,962,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,betterworldbooks.com,Shopping/E-commerce
WE1,10-Aug-24,08-Nov-24,2F:C9:AF:5B:37:18:D9:80:2C:1F:07:E8:68:52:AE:A1:59:63:9D:F1:DA:40:D8:81:59:FD:95:5C:F5:8C:1E:5A,936,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,wordery.com,Shopping/E-commerce
WE1,19-Aug-24,17-Nov-24,80:05:D8:AD:11:69:69:41:C7:BD:AD:71:08:01:43:F0:E3:61:17:07:C6:95:8E:3A:91:7B:5E:59:2F:81:41:15,946,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,classmates.com,Social Media
E5,06-Jul-24,04-Oct-24,50:3B:A0:B0:99:75:24:66:A2:97:8E:0F:E3:8E:77:C0:43:F6:A8:E9:4E:DD:0D:D8:3C:38:AD:79:51:CB:0E:44,947,256,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",,blackplanet.com,Social Media
E5,23-Jul-24,21-Oct-24,FC:A1:B4:AC:25:24:07:79:1C:F6:78:15:61:7B:A9:E7:AE:5C:BC:9E:0C:CA:C8:2D:6F:D2:B1:1D:2D:ED:D1:64,929,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,peach.com,Social Media
WE1,12-Aug-24,10-Nov-24,A5:DF:76:D7:15:AD:23:6C:48:8E:16:FD:28:0B:34:2A:7A:EE:80:41:53:D1:FF:CF:DD:53:9F:45:B2:34:7D:8D,926,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,ello.co,Social Media
E5,23-Jul-24,21-Oct-24,4D:39:E8:4D:0E:8D:EB:B7:90:1E:3E:F1:44:D4:5A:70:53:25:91:FC:A0:5D:EE:B7:1B:B3:96:E3:E6:68:04:EC,890,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,beeper.com,Social Media
E5,09-Jul-24,07-Oct-24,98:D5:68:DA:4F:2B:8E:49:3D:6C:8F:43:70:90:76:4A:82:84:3E:E4:57:37:E4:37:6B:70:26:44:17:D3:F9:4D,897,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,visualizing.org,Data Visualization and Infographics
E5,19-Aug-24,17-Nov-24,00:87:F4:FC:A1:B9:E3:BF:7C:6F:4D:A2:9C:F1:27:03:66:FC:B1:56:00:C9:27:A9:67:1D:EF:6B:91:27:9E:18,941,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,datawrapper.de,Data Visualization and Infographics
WE1,26-Jul-24,24-Oct-24,E5:E8:85:4B:2F:EE:D6:9A:7D:D0:4B:8F:56:85:05:CB:7F:56:B8:73:F5:02:6F:6A:F9:85:70:3C:09:77:F3:59,948,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,thefactsite.com,Random Knowledge Generators
WE1,05-Aug-24,03-Nov-24,E1:D2:2A:DA:03:7F:D2:73:2F:F9:0E:5C:F9:C1:E6:2B:96:1A:63:0C:E0:40:DC:4B:97:E3:26:88:34:6F:62:05,952,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,factretriever.com,Random Knowledge Generators
WE1,08-Jul-24,06-Oct-24,C7:D4:D8:56:A5:AF:4F:8A:32:A5:53:7D:0E:6A:12:CB:7D:E8:73:F8:9C:41:A5:4F:CE:28:AA:4A:28:8E:73:77,943,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,listverse.com,Random Knowledge Generators
WE1,14-Aug-24,12-Nov-24,99:BB:9C:D0:8C:D5:F6:CB:53:4B:FE:7A:90:A8:5F:2D:99:14:7F:95:AD:59:06:25:6D:48:78:F7:0D:53:9A:D2,918,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,mixkit.co,Curated Playlist Communities
WE1,01-Aug-24,30-Oct-24,B8:FD:C9:1F:C8:8D:80:8F:7F:50:91:E2:C0:75:71:A7:F5:93:0E:FF:91:AF:31:98:A9:09:68:61:12:47:A5:B0,938,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,chillhop.com,Curated Playlist Communities
WE1,25-Jul-24,23-Oct-24,33:B5:91:EA:35:66:0E:4D:B0:40:2D:58:6C:36:C3:F7:A1:C9:07:B6:61:A9:23:DC:3F:4F:08:49:51:CF:90:D0,943,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,jazzradio.com,Curated Playlist Communities
E5,23-Aug-24,21-Nov-24,84:A5:EA:EA:12:E5:21:80:A1:2F:4B:2C:F5:A3:4E:D3:DF:F5:A4:BD:1F:D6:1C:BB:05:09:2D:4A:77:9E:75:BC,914,256,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",,pretzel.rocks,Curated Playlist Communities
E5,14-Aug-24,12-Nov-24,CE:73:CA:6D:66:7C:0D:AA:D3:6B:07:DE:0A:41:68:57:B5:B6:CE:5D:FC:48:EC:33:71:12:4F:B1:34:BA:D2:F2,914,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,mindmaze.com,Digital Escape Rooms
WE1,15-Jul-24,13-Oct-24,7F:C2:07:2E:52:67:7F:5B:6A:FF:ED:65:C2:2A:C5:D3:06:1D:E3:CE:07:EA:17:C4:E8:70:A2:A1:BA:15:70:9D,933,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,openai.com/gpt-3,AI Experimentation Platforms
E6,14-Jul-24,12-Oct-24,2F:01:AA:80:D9:73:B0:C9:D5:50:EC:AD:F9:59:1F:8E:46:C2:5B:36:4A:69:7F:48:7F:96:D8:F3:E9:A4:5A:34,941,384,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,microbook.com,Micro-Learning Platforms
Cloudflare Inc ECC CA-3,22-Jan-24,31-Dec-24,40:8F:8A:3C:9F:61:CB:8D:F2:0A:D1:4E:9E:89:24:EA:59:C2:2E:F6:D6:4A:92:4E:53:1B:F8:22:25:2E:70:93,1307,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,factsumo.com,Micro-Learning Platforms
WE1,15-Jul-24,13-Oct-24,64:A8:CB:A6:F1:48:CD:4E:10:F8:9F:AE:6B:BB:79:04:EC:A6:A5:FE:A1:B8:58:CC:5D:DC:34:3D:89:3B:83:56,962,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,learnwitholiver.com,Micro-Learning Platforms
WE1,25-Jul-24,23-Oct-24,B4:BE:36:28:94:0A:3B:58:DD:71:BB:3E:68:5D:35:72:67:B5:E4:26:02:44:39:CC:84:45:8C:9F:AC:06:BB:F3,943,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,sololearn.com,Micro-Learning Platforms
WE1,07-Aug-24,05-Nov-24,95:9C:02:28:14:02:55:37:F3:4C:BF:16:4B:B8:22:96:14:9C:E2:94:A4:29:E5:86:F2:4A:8F:90:50:6A:8C:CA,958,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,storyweaver.org.in,Interactive Storytelling
E6,22-Jul-24,20-Oct-24,21:AF:0C:0D:2B:F2:6B:9F:CD:8F:71:43:9D:7A:03:B5:76:4D:0C:95:D4:91:79:32:C8:9A:6C:E3:02:3E:05:32,958,384,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,narrativefirst.com,Interactive Storytelling
E6,20-Aug-24,18-Nov-24,46:0C:D7:7D:8D:1D:72:B5:61:B2:34:68:34:66:B7:87:E8:11:47:21:20:7C:1E:D7:04:87:30:DF:9C:0C:48:FC,893,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,webgarden.io,Digital Gardens
WE1,20-Aug-24,18-Nov-24,8C:5D:CA:F6:1D:62:1E:2F:56:17:79:0B:8B:10:0E:CA:B0:F1:C1:4B:F5:93:D0:5D:BC:68:FE:E4:D5:1C:8B:E3,941,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,gamebrew.org,Obscure Game Archives
E6,10-Aug-24,08-Nov-24,58:4D:8C:B3:F5:5E:EE:8B:51:C3:2D:E2:A3:39:7A:D8:F9:C2:DE:50:A1:4E:0F:A0:9C:2C:DA:7A:A2:44:6D:72,931,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,classicdosgames.com,Obscure Game Archives
WE1,08-Aug-24,06-Nov-24,3E:84:F5:D0:7F:E5:74:43:70:DE:E7:7B:E5:60:83:8D:50:3F:6A:32:62:FA:C7:CD:F7:05:9C:8F:0E:CE:C5:CB,939,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,arcadeox.com,Obscure Game Archives
WE1,20-Aug-24,18-Nov-24,75:86:CC:41:69:40:CD:F7:A2:70:05:2A:F8:B3:5A:C1:70:3F:BD:2D:08:E2:53:0F:AD:27:0F:6E:45:FF:4A:C5,932,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,nesbox.com,Obscure Game Archives
WE1,16-Aug-24,14-Nov-24,3B:62:A3:4B:8E:AB:DF:56:50:50:04:25:04:67:66:6E:31:FA:06:C9:CD:27:3D:21:36:98:E2:90:B2:7F:1B:CA,953,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,lifememorial.com,Online Memorials
WE1,26-Aug-24,24-Nov-24,2A:54:48:BD:90:89:D5:64:F8:1A:00:F0:9A:60:07:3A:DA:6E:63:62:38:15:EF:6C:5E:D6:61:F8:0E:B4:A8:64,946,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,travelmood.com,Virtual Travel and Exploration
E6,04-Jul-24,02-Oct-24,4C:AB:C1:BB:01:A7:FD:06:B2:AC:E6:BE:FB:CF:BB:52:2D:AE:63:5D:C5:84:CC:01:5B:71:48:6D:A4:86:87:6F,917,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,flowingdata.com,Data Visualization and Infographics
Cloudflare Inc ECC CA-3,07-Jan-24,31-Dec-24,6F:CE:AF:84:EE:F3:DE:CD:A2:7C:FD:2D:02:90:9E:7F:29:C6:E9:8E:84:06:72:D3:FD:92:6B:2D:6D:42:16:EA,1297,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,visual.ly,Data Visualization and Infographics
WE1,28-Jul-24,26-Oct-24,8A:6E:79:7E:99:DD:9A:21:A8:48:87:C2:B2:7C:1C:A5:E0:7E:1F:0C:60:0E:57:38:CE:CF:B1:7E:0F:30:93:CC,941,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,gapminder.org,Data Visualization and Infographics
WE1,09-Jul-24,07-Oct-24,71:92:E7:3A:8C:1F:12:EE:CD:97:2D:C1:6C:C2:4E:3F:AE:89:E5:9C:28:EF:9A:2C:56:45:CC:C1:9B:B2:76:BB,980,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,randomtriviagenerator.com,Random Knowledge Generators
WE1,22-Aug-24,20-Nov-24,C4:1B:E3:84:B1:1B:A8:50:B4:C5:B8:49:24:B0:B9:84:13:E8:A5:0B:89:29:5E:ED:F9:2D:0E:08:79:FC:56:04,952,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,uselessfacts.net,Random Knowledge Generators
E5,04-Jul-24,02-Oct-24,4B:E8:EA:B3:A8:9E:48:72:47:E7:B3:C7:49:79:3B:D2:15:79:A7:D7:C9:99:72:D0:39:42:FD:55:15:F7:2A:A8,899,256,TRUE,"('TLS_AES_128_GCM_SHA256', 'TLSv1.3', 128)",,mentalfloss.com,Random Knowledge Generators
WE1,27-Jul-24,25-Oct-24,E5:22:D3:45:F2:DA:56:77:A0:D1:B0:AF:E5:FF:CA:21:BA:DD:99:3C:AA:1E:A4:AD:54:CC:17:C0:9A:A3:12:84,945,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,wtffunfact.com,Random Knowledge Generators
E6,01-Jul-24,29-Sep-24,DD:65:A1:DD:F9:31:E2:87:7D:36:C1:BD:52:20:99:16:8B:8E:5E:29:55:21:38:FC:60:1C:4E:78:0D:F3:71:67,907,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,8tracks.com,Curated Playlist Communities
E5,29-Jun-24,27-Sep-24,5A:AA:31:97:67:21:90:E5:84:71:DD:F0:40:0D:BD:50:80:3A:30:BF:31:FA:7A:5C:CE:11:38:00:B8:A6:D8:59,895,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,playlists.com,Curated Playlist Communities
WE1,03-Jul-24,01-Oct-24,62:5A:EC:83:BD:7C:39:E3:E9:AA:0B:33:60:7D:A4:8B:DE:68:30:25:DF:BF:DD:A1:63:73:8A:CC:A9:5D:6D:2A,944,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,soundplate.com,Curated Playlist Communities
E6,03-Aug-24,01-Nov-24,EB:7A:35:3F:D6:2B:08:CB:2C:CA:C8:5E:0F:BA:43:1C:A6:59:A4:48:BB:5C:9F:1C:B6:99:C4:78:F4:42:9A:48,918,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,escaperoom.com,Digital Escape Rooms
E5,15-Jul-24,13-Oct-24,ED:C1:E2:00:AD:FB:59:5C:27:2E:54:3B:54:E3:A2:CF:3D:27:59:5C:28:67:DF:19:5B:02:D8:CF:D0:5F:F1:0E,934,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,trappedintheweb.com,Digital Escape Rooms
WE1,14-Jul-24,12-Oct-24,6C:A1:81:07:5A:72:70:63:0E:CF:3F:A8:1B:9D:A6:E1:45:02:BB:44:51:0F:6B:87:1F:47:AC:7A:A9:2C:FF:D8,947,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,escapehunt.com,Digital Escape Rooms
WE1,02-Aug-24,31-Oct-24,4A:A9:46:0A:69:1B:2A:2A:04:10:A5:A0:2F:C0:D0:E0:83:46:DF:CC:A2:1A:5E:D6:51:B9:25:E3:CA:9A:6E:77,939,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,aidungeon.io,AI Experimentation Platforms
WE1,11-Aug-24,09-Nov-24,10:5E:FD:EA:10:BE:B5:74:66:3E:45:B4:07:12:D2:72:D9:DA:2D:1C:D7:61:C1:40:29:BD:B7:1F:53:13:FB:10,967,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,talktotransformer.com,AI Experimentation Platforms
E6,14-Jul-24,12-Oct-24,E0:F1:14:03:25:64:5A:D0:EA:36:9D:0C:39:75:07:D3:09:1F:A9:00:66:07:50:22:95:D2:74:74:0C:A8:47:59,970,384,TRUE,"('ECDHE-ECDSA-AES256-GCM-SHA384', 'TLSv1.2', 256)",,deepdreamgenerator.com,AI Experimentation Platforms
WE1,10-Aug-24,08-Nov-24,F5:9F:10:9B:22:2E:B3:99:02:AD:20:95:B9:2B:0D:30:77:C3:C5:1F:8E:F2:41:20:D0:52:73:FA:EA:69:81:83,981,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,thispersondoesnotexist.com,AI Experimentation Platforms
WE1,15-Jul-24,13-Oct-24,7F:C2:07:2E:52:67:7F:5B:6A:FF:ED:65:C2:2A:C5:D3:06:1D:E3:CE:07:EA:17:C4:E8:70:A2:A1:BA:15:70:9D,933,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,openai.com/dall-e,AI Experimentation Platforms
WR2,30-Jul-24,22-Oct-24,B6:21:4A:E7:09:AD:5B:B1:31:68:8F:82:1A:D7:94:C8:66:28:12:2F:8B:F2:37:A9:05:D0:C2:C0:02:9A:CC:F7,1972,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,aiexperiments.withgoogle.com,AI Experimentation Platforms
E6,25-Aug-24,23-Nov-24,9D:64:55:33:9F:7C:3B:84:47:FB:F1:4D:CC:E3:1E:EA:73:B6:8C:A8:BA:93:21:0A:75:EC:0B:50:20:63:1B:63,923,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,blinkist.com,Micro-Learning Platforms
WE1,12-Aug-24,10-Nov-24,4D:02:B5:8C:B6:81:B8:1D:3A:BE:7A:58:FE:25:46:F9:FF:95:C4:71:AD:3A:28:FC:38:28:CD:05:1B:DF:28:FA,935,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,quizlet.com,Micro-Learning Platforms
WE1,12-Aug-24,10-Nov-24,E9:7B:DB:03:CC:82:F2:0C:0A:69:15:31:76:16:09:B5:A2:33:C3:91:77:14:5D:20:B8:00:F9:98:40:2F:A3:78,960,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,chooseyourstory.com,Interactive Storytelling
WE1,23-Aug-24,21-Nov-24,44:28:36:49:71:B9:4D:98:9D:72:4B:83:68:8D:FB:E3:96:C9:D2:8E:0C:AE:1D:F6:36:78:9D:DF:72:73:B6:12,963,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,textadventures.co.uk,Interactive Storytelling
WE1,10-Aug-24,08-Nov-24,AC:14:95:48:4A:58:25:C8:15:DB:06:86:C9:2C:E7:BE:75:6C:B0:94:49:38:98:C3:47:C4:3E:6A:80:14:5C:EF,951,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,inklestudios.com,Interactive Storytelling
WE1,21-Aug-24,19-Nov-24,AC:8A:4D:5B:4C:13:9E:30:B1:D9:64:83:11:13:66:6F:8D:21:A5:CE:8F:D8:1A:D6:C9:73:98:D7:97:7D:F2:F2,938,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,fiction.live,Interactive Storytelling
E5,09-Aug-24,07-Nov-24,04:5D:CE:4E:B5:E6:3E:56:B2:B8:7E:48:53:F9:8F:00:E4:6A:DD:4B:3A:F1:B5:95:1B:EF:8B:B8:51:0C:74:6E,918,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,zettelkasten.de,Digital Gardens
WE1,20-Jul-24,18-Oct-24,FC:77:6A:FF:41:1F:DD:5A:F9:F6:96:86:4A:ED:AC:66:81:C5:5C:85:33:F0:26:3F:1D:FB:37:33:9B:E7:A8:15,927,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,gardeners.com,Digital Gardens
E6,22-Aug-24,20-Nov-24,3A:24:57:DE:C0:3D:D4:B8:EC:84:8F:DF:5D:D9:79:32:70:97:90:82:48:7E:E0:F4:6D:49:93:CE:D1:AF:20:0C,899,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,notion.so,Digital Gardens
WE1,19-Aug-24,17-Nov-24,C2:0F:4F:DC:6A:1C:1B:2E:B6:C8:C8:C0:8B:1B:0A:FC:1B:58:33:70:BC:CA:3A:AD:85:C1:25:0A:C0:36:7F:09,937,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,obsidian.md,Digital Gardens
WE1,20-Jul-24,18-Oct-24,42:1A:3E:B1:22:92:22:7C:D8:B3:25:9C:EF:81:B5:E8:65:4C:12:E1:90:28:45:E3:6D:90:E0:CD:90:0E:82:74,922,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,are.na,Digital Gardens
WE1,28-Jul-24,26-Oct-24,28:B2:C5:22:CD:C6:C4:1C:B3:EA:BD:15:D1:E9:29:09:CE:EB:F4:B6:81:3B:40:F0:9A:23:E9:8C:93:E5:BA:1B,957,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,classicreload.com,Obscure Game Archives
E6,26-Aug-24,24-Nov-24,38:1F:C3:3D:89:17:72:C1:C6:D1:93:63:39:F5:4D:9E:4B:64:F4:D0:22:5D:CA:F8:EB:5B:BC:38:0E:04:50:1D,927,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,playclassic.games,Obscure Game Archives
WE1,27-Jul-24,25-Oct-24,08:6C:5E:78:B2:60:4A:28:6E:07:80:A6:3C:48:22:63:B6:D7:58:AC:52:17:9B:26:06:28:14:2D:1B:73:C1:AD,941,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,retrogames.cc,Obscure Game Archives
WE1,14-Jul-24,12-Oct-24,C8:76:50:99:AB:D4:FC:E0:64:A8:DE:FA:0E:AF:E4:83:E4:42:6E:AA:3B:46:96:69:E7:1A:84:6B:35:11:6E:69,946,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,findagrave.com,Online Memorials
WE1,13-Jul-24,11-Oct-24,1D:6B:D1:CE:11:47:B5:66:F0:F7:22:DA:A6:9B:7F:AF:2C:EA:EE:A7:5D:3C:66:40:B9:46:53:C6:EC:B6:9A:72,955,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,forevermissed.com,Online Memorials
E5,07-Jun-24,05-Sep-24,CD:D7:84:87:CC:AB:A6:2D:36:73:91:08:35:24:AC:E1:5C:8C:6B:50:0A:72:A5:7D:CB:09:03:1D:1A:F3:71:F1,923,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,mem.com,Online Memorials
WE1,11-Jul-24,09-Oct-24,3D:AB:54:43:DE:9B:69:E7:81:B0:FD:99:DD:BC:A8:BD:40:86:5B:C5:E6:2A:83:4F:21:72:CA:31:57:7B:1E:7A,968,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,candlepowerforums.com,Hyper-Specific Forums
Sectigo ECC Domain Validation Secure Server CA,11-Jul-24,08-Aug-25,81:23:11:8F:AA:BB:29:96:0F:B5:4D:D1:F6:76:AC:5A:2C:8A:0A:46:EF:7D:72:79:3F:D7:4D:8A:0C:C6:69:E0,1192,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,ravelry.com,Hyper-Specific Forums
WE1,23-Jul-24,21-Oct-24,DC:EB:F6:5F:5C:5C:E4:6F:A5:10:A4:8E:3F:F1:CD:0B:BA:F2:60:B4:22:2B:C8:6D:77:84:E1:D3:06:4A:EC:9F,948,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,bladeforums.com,Hyper-Specific Forums
WE1,03-Aug-24,01-Nov-24,43:F9:CB:46:E5:05:DA:00:15:78:AD:44:51:54:58:2C:FA:32:EC:7D:A9:C4:2B:94:EA:53:77:11:45:0E:10:6A,943,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,flyertalk.com,Hyper-Specific Forums
WE1,21-Aug-24,19-Nov-24,13:6F:CD:54:C6:87:E0:1A:80:B8:B0:C3:F2:E7:7F:4E:AA:1A:6E:15:20:88:39:5E:97:0B:F9:46:20:77:1E:6E,932,256,TRUE,"('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256)",,pprune.org,Hyper-Specific Forums
